# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CNAG_01033	gene-CNAG_01033	XM_012193880.1	protein_coding	0	0	0	78	0	0	0	0	0	0	0	30	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	30
CNAG_01034	gene-CNAG_01034	XM_012193881.1	protein_coding	0	0	0	72	0	0	0	0	0	0	0	37	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	20
CNAG_01035	gene-CNAG_01035	XM_012193882.1	protein_coding	0	0	0	62	0	0	0	0	0	0	0	41	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	14
CNAG_01036	gene-CNAG_01036	XM_012193883.1	protein_coding	0	0	0	52	0	0	0	0	0	0	0	30	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	18
CNAG_01037	gene-CNAG_01037	XM_012193884.1	protein_coding	0	0	0	85	0	0	0	0	0	0	0	30	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	45
CNAG_01038	gene-CNAG_01038	XM_012193885.1	protein_coding	0	0	0	71	0	0	0	0	0	0	0	14	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	42
CNAG_01039	gene-CNAG_01039	XM_012193886.1	protein_coding	0	0	0	94	0	0	0	0	0	0	0	26	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	26
CNAG_01040	gene-CNAG_01040	XM_012193887.1	protein_coding	0	0	0	74	0	0	0	0	0	0	0	27	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	30
CNAG_01041	gene-CNAG_01041	XM_012193696.1	protein_coding	0	0	0	70	0	0	0	0	0	0	0	30	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	33
CNAG_01042	gene-CNAG_01042	XM_012193888.1	protein_coding	0	0	0	67	0	0	0	0	0	0	0	26	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	30
CNAG_01043	gene-CNAG_01043	XM_012193889.1	protein_coding	0	0	0	68	0	0	0	0	0	0	0	31	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	24
CNAG_01044	gene-CNAG_01044	XM_012193890.1	protein_coding	0	0	0	64	0	0	0	0	0	0	0	38	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	19
CNAG_01045	gene-CNAG_01045	XM_012193695.1	protein_coding	0	0	0	102	0	0	0	0	0	0	0	31	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	56
CNAG_01046	gene-CNAG_01046	XM_012193891.1	protein_coding	0	0	0	104	0	0	0	0	0	0	0	24	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	74
CNAG_01047	gene-CNAG_01047	XM_012193892.1	protein_coding	0	0	0	103	0	0	0	0	0	0	0	24	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	73
CNAG_01048	gene-CNAG_01048	XM_012193694.1	protein_coding	0	0	0	110	0	0	0	0	0	0	0	29	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	11
CNAG_01048	gene-CNAG_01048	XM_012193893.1	protein_coding	0	0	0	110	0	0	0	0	0	0	0	29	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	11
CNAG_01049	gene-CNAG_01049	XM_012193693.1	protein_coding	0	0	0	56	0	0	0	0	0	0	0	45	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6
CNAG_01050	gene-CNAG_01050	XM_012193894.1	protein_coding	0	0	0	55	0	0	0	0	0	0	0	41	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12
CNAG_01051	gene-CNAG_01051	XM_012193692.1	protein_coding	0	0	0	52	0	0	0	0	0	0	0	19	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	19
CNAG_01052	gene-CNAG_01052	XM_012193691.1	protein_coding	0	0	0	38	0	0	0	0	0	0	0	18	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	8
CNAG_01053	gene-CNAG_01053	XM_012193690.1	protein_coding	0	0	0	44	0	0	0	0	0	0	0	26	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	8
CNAG_01054	gene-CNAG_01054	XM_012193689.1	protein_coding	0	0	0	18	0	0	0	0	0	0	0	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2
CNAG_01055	gene-CNAG_01055	XM_012193688.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CNAG_01055	gene-CNAG_01055	XM_012193895.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CNAG_01056	gene-CNAG_01056	XM_012193687.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CNAG_01057	gene-CNAG_01057	XM_012193896.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
CNAG_01058	gene-CNAG_01058	XM_012193686.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
CNAG_01059	gene-CNAG_01059	XM_012193897.1	protein_coding	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	18
CNAG_01059	gene-CNAG_01059	XM_012193898.1	protein_coding	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	18
CNAG_01060	gene-CNAG_01060	XM_012193899.1	protein_coding	0	0	0	29	0	0	0	0	0	0	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	11
CNAG_01060	gene-CNAG_01060	XM_012193900.1	protein_coding	0	0	0	29	0	0	0	0	0	0	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	11
CNAG_01061	gene-CNAG_01061	XM_012193685.1	protein_coding	0	0	0	32	0	0	0	0	0	0	0	16	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	5
CNAG_01062	gene-CNAG_01062	XM_012193684.1	protein_coding	0	0	0	22	0	0	0	0	0	0	0	14	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3
CNAG_01063	gene-CNAG_01063	XM_012193683.1	protein_coding	0	0	0	18	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	10
CNAG_01064	gene-CNAG_01064	XM_012193682.1	protein_coding	0	0	0	16	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11
CNAG_01065	gene-CNAG_01065	XM_012193681.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	12
CNAG_01065	gene-CNAG_01065	XM_012193901.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	12
CNAG_01069	gene-CNAG_01069	XM_012193680.1	protein_coding	0	0	0	47	0	0	0	0	0	0	0	12	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	16
CNAG_01070	gene-CNAG_01070	XM_012193902.1	protein_coding	0	0	0	45	0	0	0	0	0	0	0	21	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	16
CNAG_01071	gene-CNAG_01071	XM_012193903.1	protein_coding	0	0	0	45	0	0	0	0	0	0	0	21	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	18
CNAG_01072	gene-CNAG_01072	XM_012193904.1	protein_coding	0	0	0	44	0	0	0	0	0	0	0	14	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	21
CNAG_01073	gene-CNAG_01073	XM_012193679.1	protein_coding	0	0	0	52	0	0	0	0	0	0	0	16	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	30
CNAG_01073	gene-CNAG_01073	XM_012193905.1	protein_coding	0	0	0	52	0	0	0	0	0	0	0	16	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	30
CNAG_01074	gene-CNAG_01074	XM_012193906.1	protein_coding	0	0	0	51	0	0	0	0	0	0	0	20	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	14
CNAG_01074	gene-CNAG_01074	XM_012193907.1	protein_coding	0	0	0	51	0	0	0	0	0	0	0	20	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	14
CNAG_01075	gene-CNAG_01075	XM_012193908.1	protein_coding	0	0	0	55	0	0	0	0	0	0	0	31	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	18
CNAG_01076	gene-CNAG_01076	XM_012193909.1	protein_coding	0	0	0	43	0	0	0	0	0	0	0	22	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	15
CNAG_01077	gene-CNAG_01077	XM_012193910.1	protein_coding	0	0	0	29	0	0	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	13
CNAG_01078	gene-CNAG_01078	XM_012193911.1	protein_coding	0	0	0	38	0	0	0	0	0	0	0	15	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	18
CNAG_01079	gene-CNAG_01079	XM_012193912.1	protein_coding	0	0	0	42	0	0	0	0	0	0	0	16	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	22
CNAG_01080	gene-CNAG_01080	XM_012193678.1	protein_coding	0	0	0	39	0	0	0	0	0	0	0	13	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	22
CNAG_01081	gene-CNAG_01081	XM_012193677.1	protein_coding	0	0	0	36	0	0	0	0	0	0	0	17	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	14
CNAG_01082	gene-CNAG_01082	XM_012193676.1	protein_coding	0	0	0	36	0	0	0	0	0	0	0	22	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	7
CNAG_01083	gene-CNAG_01083	XM_012193913.1	protein_coding	0	0	0	27	0	0	0	0	0	0	0	14	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	10
CNAG_01084	gene-CNAG_01084	XM_012193914.1	protein_coding	0	0	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10
CNAG_01085	gene-CNAG_01085	XM_012193915.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6
CNAG_01086	gene-CNAG_01086	XM_012193675.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4
CNAG_01087	gene-CNAG_01087	XM_012193916.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
CNAG_01088	gene-CNAG_01088	XM_012193674.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6
CNAG_01089	gene-CNAG_01089	XM_012193917.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CNAG_01090	gene-CNAG_01090	XM_012193918.1	protein_coding	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
CNAG_01091	gene-CNAG_01091	XM_012193919.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
CNAG_01092	gene-CNAG_01092	XM_012193673.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CNAG_01093	gene-CNAG_01093	XM_012193672.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CNAG_01094	gene-CNAG_01094	XM_012193920.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CNAG_01095	gene-CNAG_01095	XM_012193671.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CNAG_01096	gene-CNAG_01096	XM_012193921.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CNAG_01097	gene-CNAG_01097	XM_012193922.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
CNAG_01098	gene-CNAG_01098	XM_012193923.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
CNAG_01099	gene-CNAG_01099	XM_012193924.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CNAG_01100	gene-CNAG_01100	XM_012193925.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
CNAG_01101	gene-CNAG_01101	XM_012193926.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CNAG_01102	gene-CNAG_01102	XM_012193670.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
CNAG_01103	gene-CNAG_01103	XM_012193669.1	protein_coding	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
CNAG_01104	gene-CNAG_01104	XM_012193927.1	protein_coding	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
CNAG_01105	gene-CNAG_01105	XM_012193928.1	protein_coding	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	7
CNAG_01106	gene-CNAG_01106	XM_012193929.1	protein_coding	0	0	0	24	0	0	0	0	0	0	0	15	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2
CNAG_01107	gene-CNAG_01107	XM_012193668.1	protein_coding	0	0	0	16	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
CNAG_01108	gene-CNAG_01108	XM_012193930.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
CNAG_01109	gene-CNAG_01109	XM_012193931.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CNAG_01110	gene-CNAG_01110	XM_012193932.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CNAG_01111	gene-CNAG_01111	XM_012193667.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CNAG_01112	gene-CNAG_01112	XM_012193933.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CNAG_01113	gene-CNAG_01113	XM_012193934.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CNAG_01114	gene-CNAG_01114	XM_012193666.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CNAG_01115	gene-CNAG_01115	XM_012193665.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7
CNAG_01116	gene-CNAG_01116	XM_012193935.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7
CNAG_01117	gene-CNAG_01117	XM_012193664.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	7
CNAG_01118	gene-CNAG_01118	XM_012193663.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
CNAG_01119	gene-CNAG_01119	XM_012193936.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
CNAG_01120	gene-CNAG_01120	XM_012193937.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8
CNAG_01121	gene-CNAG_01121	XM_012193938.1	protein_coding	0	0	0	13	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6
CNAG_01122	gene-CNAG_01122	XM_012193939.1	protein_coding	0	0	0	13	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
CNAG_01123	gene-CNAG_01123	XM_012193940.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
CNAG_01124	gene-CNAG_01124	XM_012193662.1	protein_coding	0	0	0	13	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CNAG_01125	gene-CNAG_01125	XM_012193941.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7
CNAG_01126	gene-CNAG_01126	XM_012193661.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6
CNAG_01127	gene-CNAG_01127	XM_012193660.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
CNAG_01128	gene-CNAG_01128	XM_012193659.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CNAG_01129	gene-CNAG_01129	XM_012193942.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8
CNAG_01130	gene-CNAG_01130	XM_012193658.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7
CNAG_01130	gene-CNAG_01130	XM_012193943.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7
CNAG_01131	gene-CNAG_01131	XM_012193944.1	protein_coding	0	0	0	16	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8
CNAG_01132	gene-CNAG_01132	XM_012193945.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13
CNAG_01133	gene-CNAG_01133	XM_012193946.1	protein_coding	0	0	0	26	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	18
CNAG_01134	gene-CNAG_01134	XM_012193947.1	protein_coding	0	0	0	46	0	0	0	0	0	0	0	7	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	24
CNAG_01135	gene-CNAG_01135	XM_012193656.1	protein_coding	0	0	0	40	0	0	0	0	0	0	0	18	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	10
CNAG_01135	gene-CNAG_01135	XM_012193948.1	protein_coding	0	0	0	40	0	0	0	0	0	0	0	18	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	10
CNAG_01135	gene-CNAG_01135	XM_012193949.1	protein_coding	0	0	0	40	0	0	0	0	0	0	0	18	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	10
CNAG_01136	gene-CNAG_01136	XM_012193950.1	protein_coding	0	0	0	40	0	0	0	0	0	0	0	21	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	6
CNAG_01137	gene-CNAG_01137	XM_012193951.1	protein_coding	0	0	0	40	0	0	0	0	0	0	0	26	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	9
CNAG_01138	gene-CNAG_01138	XM_012193952.1	protein_coding	0	0	0	24	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12
CNAG_01139	gene-CNAG_01139	XM_012193953.1	protein_coding	0	0	0	18	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8
CNAG_01140	gene-CNAG_01140	XM_012193954.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8
CNAG_01141	gene-CNAG_01141	XM_012193955.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7
CNAG_01142	gene-CNAG_01142	XM_012193655.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4
CNAG_01143	gene-CNAG_01143	XM_012193654.1	protein_coding	0	0	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9
CNAG_01144	gene-CNAG_01144	XM_012193956.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11
CNAG_01145	gene-CNAG_01145	XM_012193957.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8
CNAG_01146	gene-CNAG_01146	XM_012193653.1	protein_coding	0	0	0	21	0	0	0	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6
CNAG_01147	gene-CNAG_01147	XM_012193958.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6
CNAG_01148	gene-CNAG_01148	XM_012193652.1	protein_coding	0	0	0	16	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7
CNAG_01149	gene-CNAG_01149	XM_012193651.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5
CNAG_01150	gene-CNAG_01150	XM_012193959.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8
CNAG_01151	gene-CNAG_01151	XM_012193650.1	protein_coding	0	0	0	22	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14
CNAG_01152	gene-CNAG_01152	XM_012193960.1	protein_coding	0	0	0	21	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CNAG_01152	gene-CNAG_01152	XM_012193961.1	protein_coding	0	0	0	21	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CNAG_01153	gene-CNAG_01153	XM_012193962.1	protein_coding	0	0	0	21	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14
CNAG_01154	gene-CNAG_01154	XM_012193963.1	protein_coding	0	0	0	25	0	0	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9
CNAG_01155	gene-CNAG_01155	XM_012193649.1	protein_coding	0	0	0	24	0	0	0	0	0	0	0	14	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7
CNAG_01156	gene-CNAG_01156	XM_012193964.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
CNAG_01157	gene-CNAG_01157	XM_012193648.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CNAG_01158	gene-CNAG_01158	XM_012193965.1	protein_coding	0	0	0	13	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6
CNAG_01159	gene-CNAG_01159	XM_012193647.1	protein_coding	0	0	0	13	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7
CNAG_01161	gene-CNAG_01161	XM_012193966.1	protein_coding	0	0	0	21	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	12
CNAG_01162	gene-CNAG_01162	XM_012193645.1	protein_coding	0	0	0	21	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11
CNAG_01163	gene-CNAG_01163	XM_012193967.1	protein_coding	0	0	0	24	0	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9
CNAG_01164	gene-CNAG_01164	XM_012193968.1	protein_coding	0	0	0	26	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	8
CNAG_01165	gene-CNAG_01165	XM_012193644.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6
CNAG_01166	gene-CNAG_01166	XM_012193969.1	protein_coding	0	0	0	16	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
CNAG_01167	gene-CNAG_01167	XM_012193643.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
CNAG_01168	gene-CNAG_01168	XM_012193970.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
CNAG_01169	gene-CNAG_01169	XM_012193971.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8
CNAG_01170	gene-CNAG_01170	XM_012193972.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10
CNAG_01171	gene-CNAG_01171	XM_012193973.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11
CNAG_01172	gene-CNAG_01172	XM_012193642.1	protein_coding	0	0	0	27	0	0	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	16
CNAG_01173	gene-CNAG_01173	XM_012193641.1	protein_coding	0	0	0	38	0	0	0	0	0	0	0	8	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	17
CNAG_01174	gene-CNAG_01174	XM_012193974.1	protein_coding	0	0	0	50	0	0	0	0	0	0	0	15	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	19
CNAG_01175	gene-CNAG_01175	XM_012193975.1	protein_coding	0	0	0	38	0	0	0	0	0	0	0	14	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	19
